Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-12-16,87.55,87.81,87.13,87.33,155358200,0.0,0
2009-12-17,86.7,86.87,86.2,86.28,183390100,0.0,0
2009-12-18,86.76,86.84,86.04,86.77,174591200,0.59,0
2009-12-21,87.2,87.94,87.2,87.65,118039600,0.0,0
2009-12-22,87.84,88.15,87.73,87.97,91707500,0.0,0
2009-12-23,88.18,88.26,87.78,88.14,111783100,0.0,0
2009-12-24,88.33,88.65,88.18,88.56,39677500,0.0,0
2009-12-28,88.89,88.96,88.43,88.75,87508500,0.0,0
2009-12-29,88.97,88.99,88.61,88.62,80572500,0.0,0
2009-12-30,88.36,88.69,88.31,88.59,73138400,0.0,0
2009-12-31,88.78,88.81,87.7,87.74,90637900,0.0,0
2010-01-04,88.47,89.27,87.79,89.23,118944600,0.0,0
2010-01-05,89.17,89.5,88.85,89.46,111579900,0.0,0
2010-01-06,89.37,89.75,89.3,89.52,116074400,0.0,0
2010-01-07,89.36,90.01,89.11,89.9,131091100,0.0,0
2010-01-08,89.67,90.24,89.49,90.2,126402800,0.0,0
2010-01-11,90.6,90.64,89.94,90.33,106375700,0.0,0
2010-01-12,89.73,89.92,89.14,89.49,163333500,0.0,0
2010-01-13,89.71,90.49,89.26,90.24,161822000,0.0,0
2010-01-14,90.14,90.65,90.08,90.49,115718800,0.0,0
2010-01-15,90.33,90.41,89.12,89.47,212283100,0.0,0
2010-01-19,89.45,90.64,89.43,90.59,139172700,0.0,0
2010-01-20,89.97,90.11,88.95,89.67,216490200,0.0,0
2010-01-21,89.69,89.97,87.83,87.94,344859600,0.0,0
2010-01-22,87.55,87.97,85.89,85.98,345942400,0.0,0
2010-01-25,86.77,86.93,86.14,86.42,186937500,0.0,0
2010-01-26,86.08,86.97,85.85,86.06,211168800,0.0,0
2010-01-27,85.95,86.67,85.29,86.47,271863600,0.0,0
2010-01-28,86.75,86.8,84.96,85.48,316104000,0.0,0
2010-01-29,85.85,86.45,84.41,84.55,310677600,0.0,0
2010-02-01,85.15,85.87,84.64,85.86,187865000,0.0,0
2010-02-02,86.02,87.07,85.72,86.9,216327900,0.0,0
2010-02-03,86.51,86.98,86.22,86.47,172730700,0.0,0
2010-02-04,85.8,85.84,83.79,83.8,356715700,0.0,0
2010-02-05,83.9,84.15,82.34,83.97,493585800,0.0,0
2010-02-08,84.04,84.5,83.3,83.37,224166900,0.0,0
2010-02-09,84.34,85.15,83.67,84.41,337820500,0.0,0
2010-02-10,84.28,84.71,83.54,84.25,240511500,0.0,0
2010-02-11,84.14,85.23,83.65,85.13,223591600,0.0,0
2010-02-12,84.23,85.11,83.86,85.06,304622100,0.0,0
2010-02-16,85.71,86.49,84.89,86.4,159317500,0.0,0
2010-02-17,86.82,86.93,86.4,86.81,168845100,0.0,0
2010-02-18,86.67,87.5,86.64,87.32,193708600,0.0,0
2010-02-19,87.09,87.84,86.89,87.5,222684900,0.0,0
2010-02-22,87.82,87.85,87.26,87.52,132346900,0.0,0
2010-02-23,87.28,87.55,86.23,86.45,207497000,0.0,0
2010-02-24,86.71,87.39,86.49,87.25,176350700,0.0,0
2010-02-25,86.01,87.19,85.77,87.13,259634700,0.0,0
2010-02-26,87.21,87.49,86.69,87.19,173589300,0.0,0
2010-03-01,87.55,88.18,87.52,88.09,147709700,0.0,0
2010-03-02,88.47,88.76,88.18,88.34,160992400,0.0,0
2010-03-03,88.56,88.94,88.19,88.41,150785000,0.0,0
2010-03-04,88.53,88.81,88.2,88.68,135770400,0.0,0
2010-03-05,89.26,90.02,89.04,89.95,176118800,0.0,0
2010-03-08,89.96,90.16,89.81,89.97,114631200,0.0,0
2010-03-09,89.7,90.53,89.65,90.12,154556700,0.0,0
2010-03-10,90.15,90.76,90.08,90.52,186088800,0.0,0
2010-03-11,90.3,90.92,90.03,90.89,160791100,0.0,0
2010-03-12,91.29,91.3,90.65,90.9,162074800,0.0,0
2010-03-15,90.74,90.99,90.23,90.93,146816800,0.0,0
2010-03-16,91.18,91.74,90.93,91.65,168673000,0.0,0
2010-03-17,91.93,92.49,91.66,92.19,177468100,0.0,0
2010-03-18,92.2,92.33,91.78,92.15,196509100,0.0,0
2010-03-19,91.68,92.72,91.32,91.68,226641100,0.48,0
2010-03-22,91.16,92.34,91.1,92.17,184477800,0.0,0
2010-03-23,92.3,92.9,92.0,92.82,182941600,0.0,0
2010-03-24,92.47,92.83,91.37,92.37,196072600,0.0,0
2010-03-25,92.99,93.42,92.11,92.22,223396300,0.0,0
2010-03-26,92.39,92.83,91.8,92.16,205808500,0.0,0
2010-03-29,92.63,92.91,92.25,92.75,134513500,0.0,0
2010-03-30,92.86,93.15,92.42,92.81,145772500,0.0,0
2010-03-31,92.45,92.91,92.19,92.49,161078700,0.0,0
2010-04-01,93.13,93.48,92.57,93.13,161215200,0.0,0
2010-04-05,93.48,93.95,93.22,93.89,105847600,0.0,0
2010-04-06,93.62,94.27,93.51,94.11,110384200,0.0,0
2010-04-07,93.92,94.36,93.13,93.57,184576300,0.0,0
2010-04-08,93.25,94.05,92.97,93.89,158704000,0.0,0
2010-04-09,94.09,94.55,93.92,94.51,133006500,0.0,0
2010-04-12,94.63,94.91,94.52,94.66,110279000,0.0,0
2010-04-13,94.57,94.9,94.08,94.73,125043600,0.0,0
2010-04-14,95.08,95.81,94.93,95.81,161609000,0.0,0
2010-04-15,95.65,96.11,95.62,95.89,144615300,0.0,0
2010-04-16,95.55,95.89,93.88,94.36,366786700,0.0,0
2010-04-19,94.08,94.81,93.66,94.72,217947800,0.0,0
2010-04-20,95.31,95.64,94.76,95.56,157708000,0.0,0
2010-04-21,95.62,95.84,94.86,95.39,192910100,0.0,0
2010-04-22,94.72,95.79,94.17,95.67,115360300,0.0,0
2010-04-23,95.61,96.34,95.36,96.3,177335500,0.0,0
2010-04-26,96.33,96.54,95.84,95.93,143457300,0.0,0
2010-04-27,95.38,95.93,93.48,93.66,355853300,0.0,0
2010-04-28,94.11,94.61,93.5,94.38,300674100,0.0,0
2010-04-29,94.94,95.74,94.92,95.55,193775000,0.0,0
2010-04-30,95.56,95.66,93.9,93.93,270000900,0.0,0
2010-05-03,94.38,95.4,94.23,95.14,182747900,0.0,0
2010-05-04,94.08,94.1,92.43,92.91,360353400,0.0,0
2010-05-05,92.15,93.13,91.68,92.35,328973200,0.0,0
2010-05-06,91.91,92.49,83.01,89.28,647356600,0.0,0
2010-05-07,89.05,89.94,86.49,87.96,637558800,0.0,0
2010-05-10,91.55,92.22,90.84,91.83,396159600,0.0,0
2010-05-11,90.97,92.78,90.84,91.57,317849800,0.0,0
2010-05-12,91.93,92.98,91.77,92.85,235607100,0.0,0
2010-05-13,92.6,93.03,91.62,91.7,234452500,0.0,0
2010-05-14,91.01,91.17,89.23,90.04,345601400,0.0,0
2010-05-17,90.28,90.53,88.36,90.08,325739800,0.0,0
2010-05-18,90.82,91.09,88.57,88.86,360556800,0.0,0
2010-05-19,88.36,89.15,87.24,88.35,394742700,0.0,0
2010-05-20,86.47,86.87,84.96,85.02,530418300,0.0,0
2010-05-21,83.73,86.47,83.29,86.26,500909400,0.0,0
2010-05-24,85.79,86.48,85.07,85.15,269823000,0.0,0
2010-05-25,83.09,85.28,82.52,85.24,396505200,0.0,0
2010-05-26,85.76,86.54,84.47,84.72,349719300,0.0,0
2010-05-27,86.32,87.59,86.0,87.56,300870500,0.0,0
2010-05-28,87.47,87.53,86.05,86.46,297933500,0.0,0
2010-06-01,85.66,86.92,84.88,85.01,277909400,0.0,0
2010-06-02,85.44,87.23,84.99,87.22,240243700,0.0,0
2010-06-03,87.47,87.8,86.63,87.52,226618300,0.0,0
2010-06-04,85.86,86.43,84.16,84.45,398475600,0.0,0
2010-06-07,84.75,85.07,83.33,83.39,264609100,0.0,0
2010-06-08,83.46,84.45,82.73,84.29,357774300,0.0,0
2010-06-09,84.78,85.6,83.48,83.84,268023300,0.0,0
2010-06-10,85.27,86.39,83.83,86.29,317890600,0.0,0
2010-06-11,85.53,86.76,85.47,86.71,214128200,0.0,0
2010-06-14,87.37,87.85,86.49,86.57,207196100,0.0,0
2010-06-15,87.18,88.62,87.03,88.54,238268700,0.0,0
2010-06-16,88.08,88.87,87.91,88.51,216374000,0.0,0
2010-06-17,88.76,88.8,87.79,88.65,263185800,0.0,0
2010-06-18,88.83,89.07,88.46,88.75,174006600,0.53,0
2010-06-21,89.85,89.92,88.0,88.49,213140700,0.0,0
2010-06-22,88.49,88.88,86.91,87.03,239355400,0.0,0
2010-06-23,87.09,87.4,86.17,86.76,254639900,0.0,0
2010-06-24,86.33,86.44,85.1,85.32,268523600,0.0,0
2010-06-25,85.58,86.12,84.81,85.68,238726500,0.0,0
2010-06-28,85.81,86.04,85.1,85.41,169218600,0.0,0
2010-06-29,84.21,85.4,82.25,82.77,373649500,0.0,0
2010-06-30,82.54,83.31,81.72,81.99,284101700,0.0,0
2010-07-01,81.93,82.2,80.33,81.62,382924800,0.0,0
2010-07-02,81.9,82.15,80.72,81.18,233385200,0.0,0
2010-07-06,82.32,82.9,80.92,81.71,256935300,0.0,0
2010-07-07,81.92,84.39,81.83,84.28,253769400,0.0,0
2010-07-08,84.99,85.21,84.13,85.12,210842100,0.0,0
2010-07-09,85.09,85.76,84.94,85.75,144999900,0.0,0
2010-07-12,85.47,85.98,85.11,85.81,131283600,0.0,0
2010-07-13,86.7,87.45,86.52,87.1,213025900,0.0,0
2010-07-14,86.83,87.44,86.47,87.1,184426800,0.0,0
2010-07-15,87.06,87.42,85.92,87.12,232337900,0.0,0
2010-07-16,86.65,86.75,84.55,84.72,282693400,0.0,0
2010-07-19,85.03,85.49,84.37,85.22,186709000,0.0,0
2010-07-20,84.09,86.23,84.05,86.17,258162400,0.0,0
2010-07-21,86.61,86.64,84.7,85.05,264527000,0.0,0
2010-07-22,86.06,87.33,86.05,86.95,274781300,0.0,0
2010-07-23,86.77,87.83,86.52,87.7,222020800,0.0,0
2010-07-26,87.85,88.7,87.6,88.61,184445700,0.0,0
2010-07-27,89.1,89.19,88.26,88.61,204855600,0.0,0
2010-07-28,88.42,88.69,87.74,88.03,163056200,0.0,0
2010-07-29,88.58,88.82,86.91,87.6,220149100,0.0,0
2010-07-30,86.71,88.06,86.56,87.59,220070600,0.0,0
2010-08-02,88.95,89.71,88.6,89.57,188263200,0.0,0
2010-08-03,89.34,89.57,88.84,89.14,146657300,0.0,0
2010-08-04,89.38,89.84,89.09,89.73,158171700,0.0,0
2010-08-05,89.16,89.69,89.03,89.64,140473800,0.0,0
2010-08-06,88.76,89.42,88.1,89.27,239728300,0.0,0
2010-08-09,89.69,89.9,89.22,89.75,120800400,0.0,0
2010-08-10,88.99,89.74,88.46,89.26,242916300,0.0,0
2010-08-11,87.89,87.92,86.68,86.82,273406900,0.0,0
2010-08-12,85.51,86.6,85.47,86.29,239542600,0.0,0
2010-08-13,86.02,86.55,85.93,86.03,158698500,0.0,0
2010-08-16,85.44,86.27,85.13,85.99,147895300,0.0,0
2010-08-17,86.73,87.68,86.48,87.05,172270300,0.0,0
2010-08-18,87.01,87.68,86.51,87.21,182922100,0.0,0
2010-08-19,86.75,86.97,85.33,85.69,265847600,0.0,0
2010-08-20,85.44,85.74,84.79,85.41,209714200,0.0,0
2010-08-23,85.82,86.24,85.05,85.09,163490300,0.0,0
2010-08-24,84.16,84.51,83.38,83.82,280677800,0.0,0
2010-08-25,83.36,84.47,82.84,84.15,272234800,0.0,0
2010-08-26,84.55,84.66,83.31,83.59,224439500,0.0,0
2010-08-27,84.11,84.97,82.85,84.88,272649000,0.0,0
2010-08-30,84.66,84.92,83.64,83.65,167238600,0.0,0
